Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Cash flow rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Operating profit per person, Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Operating Funds to Liability, Retained Earnings to Total Assets, Total expense/Assets, CFO to Assets, Current Liability to Current Assets, Net Income to Total Assets, Gross Profit to Sales, Equity to Liability
0,0.691512699,0.764718709,0.763745383,0.615777108,0.615777108,0.471781452,0.010932281,0.196999705,0.196999705,0.196999705,0.279947055,0.3452642,0.150964905,0.240717029,0.10463464,0.89536536,0.150976273,0.221778146,0.419608331,0.882453971,0.270602372,0.109042664,0.371293757,0.959295231,0.03177699,0.66962114,0.020406889,0.879404058,0.615772613,0.03616942
0,0.450007312,0.514064544,0.511911773,0.597291688,0.597291688,0.462120564,0,0.170157178,0.170157178,0.170157178,0.205634868,0.318773431,0.086800749,0.159599307,0.143301992,0.856698008,0.086781637,0.158592866,0.389566043,0.752661491,0.090677914,0.118430924,0.342386606,0.927680242,0.02136808,0.572638487,0.047398313,0.781390509,0.597291244,0.025550512
0,0.465704675,0.53456171,0.51710477,0.601118494,0.601118494,0.46845659,0.246583662,0.185664321,0.185664321,0.185664321,0.215940248,0.325882436,0.097141927,0.171424268,0.109169514,0.890830486,0.09713062,0.17048488,0.402975962,0.914250544,0.024690313,0.074824583,0.354406126,0.939198188,0.00552823,0.613680836,0.013857591,0.798107569,0.601113891,0.034553069
0,0.478428314,0.543665504,0.528936239,0.596441286,0.596441286,0.459577431,0.227553396,0.185748599,0.185748599,0.185748599,0.21896568,0.312690104,0.09657194,0.175039542,0.138041539,0.861958461,0.09655251,0.174066812,0.392698039,0.857862133,0.078013603,0.145221129,0.335226492,0.938731441,0.010164942,0.540286833,0.026356995,0.802171763,0.596438485,0.026661015
0,0.473260859,0.536142608,0.522083623,0.610919731,0.610919731,0.462848611,0.46219253,0.199359488,0.199359488,0.199359488,0.220572941,0.322557827,0.103574627,0.17511486,0.146899658,0.853100342,0.103107138,0.174157303,0.460912236,0.826913157,0.001972884,0.149946818,0.344921767,0.940550674,0.003894266,0.584893156,0.030715224,0.799563226,0.610916616,0.024841865
0,0.484960757,0.551897078,0.53760908,0.609557647,0.609557647,0.464111791,0.095353781,0.179680587,0.179680587,0.179680587,0.22530018,0.326094645,0.107564531,0.177976953,0.163860084,0.836139916,0.10756917,0.17703039,0.496246127,0.844924782,0.016709305,0.157283534,0.348151116,0.939203017,0.008986392,0.604260583,0.028831534,0.806646579,0.609553001,0.021892295
0,0.473894603,0.55222416,0.525831147,0.597788956,0.597788956,0.462793253,0.108006883,0.171969154,0.171969154,0.171969154,0.212063912,0.320647945,0.093803436,0.175039542,0.188771654,0.811228346,0.093800381,0.17404419,0.391397752,0.755443084,0.017281845,0.105124711,0.342905268,0.933431048,0.018067823,0.578287162,0.045941796,0.802258053,0.59778645,0.018499855
0,0.467313411,0.534888792,0.520102789,0.597306101,0.597306101,0.463267994,0,0.168555897,0.168555897,0.168555897,0.212914815,0.327827686,0.095106262,0.168336221,0.212927412,0.787072588,0.095086879,0.167355403,0.391861333,0.790367239,0.202021598,0.218879554,0.346227604,0.931007348,0.010259359,0.602705806,0.04014069,0.794120066,0.597305933,0.015955586
0,0.486471993,0.551079372,0.533968628,0.596398046,0.596398046,0.463460909,0.266727402,0.176309469,0.176309469,0.176309469,0.224449277,0.327084954,0.104144614,0.181290954,0.190766998,0.809233002,0.104149364,0.180355931,0.394948102,0.804156792,0.055438778,0.196750681,0.346807468,0.935396328,0.010748554,0.602369555,0.037002783,0.806400118,0.596393197,0.018267729
0,0.466435919,0.520606193,0.516569409,0.593464881,0.593464881,0.465960427,0,0.17664658,0.17664658,0.17664658,0.210551196,0.335927,0.087777868,0.162536718,0.181032137,0.818967863,0.087799437,0.161563985,0.39083241,0.807036816,0.100082049,0.186441463,0.354185689,0.929556381,0.014649018,0.643495972,0.036052712,0.786557823,0.593463967,0.019456809
0,0.521084191,0.579917139,0.563841747,0.622724456,0.622724456,0.453986227,0.264095556,0.187560575,0.187560575,0.187560575,0.245060036,0.273855839,0.135005293,0.201400919,0.194213502,0.805786498,0.135000896,0.200482618,0.683905837,0.824634147,0.050584781,0.200684015,0.318659691,0.939602649,0.008928951,0.427282051,0.034148118,0.818944284,0.622722032,0.017872812
0,0.410471408,0.471489315,0.459607045,0.596412459,0.596412459,0.520849165,0,0.169777928,0.169777928,0.169777928,0.197125839,0.346502087,0.083299406,0.155607441,0.052211506,0.947788494,0.083247838,0.154618807,0.332082042,0.850957381,0.139836388,0.054580201,0.51032727,0.916359833,0.031731268,0.866603438,0.01568044,0.750599942,0.596407559,0.07373681
0,0.497830644,0.56563454,0.552117351,0.610119777,0.610119777,0.462227926,0.042919324,0.180017698,0.180017698,0.180017698,0.228609246,0.318950272,0.102923215,0.180537772,0.110650905,0.889349095,0.10294429,0.179579217,0.412473712,0.856692354,0.014590995,0.116118633,0.343155788,0.940799638,0.016907975,0.573626903,0.023784756,0.816591586,0.610121091,0.034049412
0,0.472822113,0.545464457,0.528347342,0.603943556,0.603943556,0.547479933,0,0.172516961,0.172516961,0.172516961,0.21896568,0.36181651,0.100806123,0.172554041,0.065846358,0.934153642,0.100819125,0.17155569,0.41387576,0.905406108,0.017638652,0.051221205,0.526595735,0.935229934,0.017321358,0.975197324,0.010864484,0.806527021,0.603943146,0.058584511
0,0.476917077,0.548353685,0.531291825,0.604959714,0.604959714,0.461832029,0,0.171927015,0.171927015,0.171927015,0.220194762,0.318914904,0.100154711,0.174135723,0.166460078,0.833539922,0.100118879,0.173161903,0.403823975,0.845307274,0.03470332,0.173853234,0.341991631,0.934651616,0.019170044,0.571788425,0.029941721,0.803436348,0.604958456,0.021494109
0,0.505630576,0.596543829,0.558541678,0.606919961,0.606919961,0.451773567,0.05354793,0.200370823,0.200370823,0.200370823,0.249125461,0.251538516,0.124501262,0.211719515,0.194364664,0.805635336,0.124456495,0.210813664,0.482282174,0.837025592,0.061903359,0.193211758,0.313163901,0.944908082,0.003323988,0.392826909,0.03213595,0.82833297,0.60692159,0.017854814
0,0.484278263,0.55571304,0.538305048,0.60874328,0.60874328,0.458659822,0.015082498,0.187813409,0.187813409,0.187813409,0.230500142,0.302221122,0.108785929,0.182947955,0.190797231,0.809202769,0.108733532,0.181977226,0.444494697,0.806103141,0.018327387,0.196912927,0.332565064,0.942266696,0.007153268,0.514975341,0.036696536,0.808975974,0.608744097,0.01826236
0,0.520547945,0.578881378,0.56394882,0.615171738,0.615171738,0.458988618,0.307318555,0.184990097,0.184990097,0.184990097,0.235321925,0.306005517,0.13003827,0.200346464,0.184992593,0.815007407,0.130009608,0.1918709,0.400398001,0.825744505,0.162461552,0.13972893,0.335439473,0.940430612,0.070385072,0.533567038,0.030092083,0.813837678,0.615171671,0.018959491
0,0.493248184,0.541703009,0.538037368,0.600736534,0.600614019,0.459454971,0.519890677,0.188866883,0.188866883,0.188866883,0.22331474,0.312088845,0.10805309,0.177600362,0.146234544,0.853765456,0.108025144,0.176140563,0.399278623,0.857495414,0.245033485,0.129458371,0.335762194,0.932917859,0.028026383,0.541427527,0.025011259,0.800892167,0.600733543,0.024968565
0,0.511236777,0.581879634,0.569088281,0.599410484,0.599410484,0.462404066,0,0.160802326,0.160802326,0.160802326,0.227663799,0.323159086,0.106668838,0.185885366,0.195966986,0.804033014,0.106689791,0.179111681,0.394032247,0.823580443,0.305018283,0.204457467,0.343710958,0.923613244,0.02243746,0.583873483,0.034477278,0.813568607,0.599411859,0.017679382
0,0.481694535,0.5710314,0.539161625,0.631941942,0.63106992,0.448195399,0,0.170662846,0.170662846,0.170662846,0.217736598,0.314493881,0.097223353,0.175190179,0.023399946,0.976600054,0.097228329,0.173538949,0.393218154,0.95418631,0.033303145,0.02447382,0.305908574,0.937366006,0.050675843,0.534165496,0.004491977,0.813941302,0.631942127,0.15475306
0,0.476234583,0.534071086,0.525456395,0.598610531,0.598610531,0.462872097,0.578601073,0.188319076,0.188319076,0.188319076,0.220478397,0.320966259,0.101457536,0.173231905,0.127762494,0.872237506,0.101446089,0.172294699,0.395208159,0.840885693,0.025945993,0.126668638,0.344849083,0.938990128,0.013465158,0.582015178,0.02678858,0.798238138,0.598609341,0.029075397
0,0.487203237,0.536960314,0.536270678,0.601500454,0.601500454,0.461748153,0,0.157051957,0.157051957,0.157051957,0.215656613,0.317747754,0.096001954,0.170294494,0.079178886,0.920821114,0.09600697,0.16932358,0.392415368,0.809730126,0.006845344,0.07728292,0.341643554,0.891972092,0.01700476,0.567161635,0.025952655,0.797521399,0.601499653,0.04853537
0,0.51542924,0.57468382,0.558595214,0.647969847,0.647969847,0.475425044,0.252049803,0.186338545,0.186338545,0.186338545,0.222842016,0.323194454,0.108460223,0.182797319,0.03086737,0.96913263,0.108464833,0.181856572,0.395129011,0.852753757,0.145186256,0.035476224,0.382658494,0.939692967,0.119519822,0.61110871,0.01131846,0.821087214,0.647968235,0.121065087
1,0.383756642,0.439053642,0.428288452,0.63199239,0.63199239,0.461105659,0,0.147149298,0.147149298,0.147149298,0.192020422,0.317217231,0.094699129,0.151163666,0.164827524,0.835172476,0.094671617,0.150177211,0.36843355,0.798043894,0.003348438,0.147200156,0.339932823,0.887981969,0.042658013,0.560766002,0.035467647,0.728265036,0.631989929,0.021739723
1,0.439233657,0.504415613,0.486749826,0.616750025,0.616750025,0.460454778,0,0.175972357,0.175972357,0.175972357,0.193060414,0.313079154,0.087940721,0.156812533,0.206125102,0.793874898,0.087897145,0.153804389,0.305443115,0.776887749,0.001297003,0.204257536,0.337995681,0.919510056,0.013940705,0.547029211,0.042233762,0.778221837,0.616750163,0.016612755
1,0.41261639,0.422208897,0.453557471,0.598358293,0.598358293,0.48864397,0,0.142008344,0.142008344,0.142008344,0.197125839,0.338367405,0.092907744,0.148000301,0.148713608,0.851286392,0.092880291,0.146972325,0.348669184,0.7159248,0.003169263,0.139115151,0.413579358,0.828564597,0.086986679,0.915633516,0.06707604,0.678242342,0.598353835,0.02449331
0,0.466484668,0.541157872,0.51913914,0.559074071,0.559074071,0.460652726,0,0.174792466,0.174792466,0.174792466,0.214900255,0.317005022,0.089487827,0.17217745,0.100764882,0.899235118,0.089517482,0.171216349,0.33298659,0.820193403,0.062270096,0.059164434,0.339427424,0.927013942,0.005606472,0.56051637,0.02076828,0.801315195,0.559075411,0.037667158
0,0.450348559,0.52333188,0.501846994,0.59838712,0.59838712,0.466195281,0,0.176983692,0.176983692,0.176983692,0.211307554,0.318702695,0.091930625,0.168260902,0.03038365,0.96961635,0.091919488,0.167302617,0.349144072,0.950932255,0.005652986,0.025123175,0.351035302,0.930005383,0.008152344,0.575890856,0.004675722,0.791188011,0.598387775,0.122796713
0,0.44912982,0.541157872,0.500294448,0.597889851,0.597889851,0.466057724,0,0.172053432,0.172053432,0.172053432,0.204500331,0.32464455,0.094780555,0.170369812,0.135018291,0.864981709,0.094810038,0.169368826,0.391250763,0.778320757,0.010399713,0.107995828,0.351317373,0.930627066,0.015880767,0.611330002,0.037502639,0.796983664,0.597888929,0.027330285
0,0.469799639,0.541157872,0.521869479,0.616368065,0.616368065,0.463913842,0.733576273,0.174792466,0.174792466,0.174792466,0.213387539,0.324503077,0.099421871,0.170445131,0.16138102,0.83861898,0.099369779,0.169444235,0.404728523,0.819578699,0.011785624,0.15511871,0.347614157,0.931458506,0.012097063,0.600876217,0.032201644,0.796168657,0.616369402,0.022285793
0,0.452493541,0.521260358,0.504523797,0.603359806,0.603359806,0.465913456,0,0.168808731,0.168808731,0.168808731,0.20903848,0.326943482,0.094210569,0.165323492,0.152099646,0.847900354,0.094183074,0.164361662,0.386185297,0.806029462,0.016123689,0.141907117,0.352741669,0.927159854,0.012330095,0.624069996,0.033568936,0.787381334,0.603356079,0.023867888
0,0.465070931,0.53368949,0.516944162,0.594740483,0.594740483,0.46190584,0.51533556,0.179469892,0.179469892,0.179469892,0.214900255,0.319303954,0.095269115,0.170520449,0.183420504,0.816579496,0.095290439,0.169542267,0.392279686,0.804444652,0.039685347,0.156716409,0.341929029,0.931492791,0.00393624,0.572140223,0.034853514,0.796315229,0.594735853,0.019155337
0,0.446204846,0.51035761,0.496439852,0.590589371,0.590589371,0.461568657,0,0.166617505,0.166617505,0.166617505,0.201758533,0.318136804,0.087126456,0.160503126,0.181485624,0.818514376,0.087221327,0.159603348,0.384602338,0.814693748,0.019891366,0.181602602,0.341180881,0.919506493,0.008565098,0.567690304,0.034589545,0.779882115,0.590588647,0.019398232
0,0.468873397,0.538268644,0.520852294,0.604527307,0.604527307,0.463313287,0.113877923,0.185158653,0.185158653,0.185158653,0.218682046,0.323300559,0.098444752,0.173759132,0.153520573,0.846479427,0.098441546,0.172815021,0.416035368,0.844928812,0.028791089,0.148560929,0.345992567,0.93566077,0.006463695,0.591100032,0.028161848,0.800854128,0.604526132,0.023616212
0,0.441476137,0.505124291,0.487927619,0.59283789,0.59283789,0.462461102,0,0.151700308,0.151700308,0.151700308,0.197882197,0.322487091,0.088510708,0.158544852,0.230734347,0.769265653,0.088515967,0.15754468,0.346091224,0.750976139,0.014602008,0.238254257,0.343858905,0.911644843,0.011033355,0.58832606,0.048271727,0.776415176,0.592835158,0.014413089
0,0.466045922,0.541593982,0.516355265,0.598697012,0.598697012,0.46132206,0,0.20214066,0.20214066,0.20214066,0.211874823,0.317287968,0.099096165,0.172855314,0.165401941,0.834598059,0.098889377,0.171864867,0.395411682,0.777186428,0.017318902,0.15312355,0.340482764,0.932408659,0.006998097,0.563689301,0.040441172,0.799081985,0.598694466,0.021653805
0,0.43196997,0.497764937,0.481449756,0.601168942,0.601168942,0.4693591,0,0.170367873,0.170367873,0.174033964,0.199300369,0.331293768,0.095350541,0.156812533,0.121262509,0.878737491,0.095371863,0.15696403,0.394857647,0.795104457,0.036338638,0.127546158,0.364495181,0.927314252,0.021553051,0.658765337,0.034703337,0.768002266,0.601165081,0.030808066
0,0.458099742,0.52785652,0.50977033,0.59993658,0.59993658,0.457985456,0,0.192870086,0.192870086,0.192870086,0.211213009,0.306429936,0.092826317,0.167884311,0.178462376,0.821537624,0.092798867,0.166872785,0.364103028,0.881690768,0.015183702,0.117839477,0.334191003,0.930621986,0.0042925,0.527456014,0.021401029,0.793684606,0.599934423,0.019792887
0,0.453907278,0.528074575,0.506290487,0.597976333,0.597976333,0.462979459,0,0.177447221,0.177447221,0.177447221,0.209416659,0.320400368,0.094047716,0.16750772,0.122048553,0.877951447,0.094077222,0.16658623,0.390447977,0.787185999,0.030012084,0.127570208,0.345388657,0.92991131,0.0156496,0.583402969,0.036541676,0.791537721,0.597974625,0.030589821
0,0.429434992,0.481519843,0.477220408,0.593356779,0.593356779,0.469105793,0,0.197842485,0.197842485,0.197842485,0.1987331,0.323512768,0.092256331,0.153724486,0.04909756,0.95090244,0.092220757,0.152756202,0.339657629,0.938359354,0.002740362,0.053841929,0.363652839,0.938764044,0.021264911,0.603238901,0.00967854,0.763822859,0.593356164,0.078282555
0,0.44108614,0.506541648,0.490657958,0.594502659,0.594502659,0.464110113,0,0.171421348,0.171421348,0.171421348,0.201853077,0.324538445,0.084439378,0.160126535,0.157632192,0.842367808,0.08444477,0.159098107,0.314771263,0.864056786,0.038918336,0.158882371,0.348514018,0.925963761,0.014701226,0.604640542,0.026761069,0.777825186,0.594497435,0.022901559
0,0.496709404,0.552496729,0.549440548,0.599345623,0.599345623,0.467196766,0.293349529,0.174918882,0.174918882,0.174918882,0.219249315,0.352267101,0.110740168,0.175792724,0.213622759,0.786377241,0.110695849,0.174843526,0.39377219,0.764706556,0.076529459,0.207094178,0.356889897,0.93413331,0.011240637,0.67590265,0.044910406,0.800163843,0.599340508,0.015891377
0,0.450982304,0.519570432,0.502703571,0.59414232,0.59414232,0.45956401,0,0.176225191,0.176225191,0.176225191,0.209889383,0.313680413,0.091360638,0.166151992,0.132932249,0.867067751,0.091333236,0.165138376,0.356787499,0.838821231,0.02044126,0.139642485,0.335196449,0.931412963,0.007999881,0.541026823,0.028222462,0.788984709,0.594137017,0.027817417
0,0.482669527,0.549280419,0.532897907,0.595951224,0.595951224,0.455935516,0.220163984,0.174792466,0.174792466,0.174792466,0.22312565,0.29408644,0.10398176,0.178579498,0.188922816,0.811077184,0.103945804,0.177769399,0.396723276,0.799081594,0.071260868,0.19653446,0.324351748,0.934510763,0.00907223,0.465536866,0.037836894,0.80495807,0.595947989,0.018483406
0,0.488714474,0.561327955,0.543551582,0.62089393,0.62089393,0.458842673,0,0.186675656,0.186675656,0.186675656,0.232296492,0.301407654,0.114648644,0.184153047,0.19953442,0.80046558,0.114661195,0.183229017,0.514732819,0.796630074,0.006633866,0.207914962,0.333025132,0.940368272,0.005730884,0.515708365,0.038701481,0.809510943,0.620893724,0.01729162
0,0.487641983,0.558329699,0.540285883,0.610746768,0.610746768,0.461389161,0.072881871,0.18941469,0.18941469,0.18941469,0.237118276,0.317570913,0.117661428,0.189199367,0.185839103,0.814160897,0.117307473,0.18822864,0.50171864,0.839539817,0.0137368,0.193832614,0.340664182,0.941313897,0.005866551,0.564674227,0.031859439,0.814737146,0.610744092,0.018853683
0,0.454248525,0.517117314,0.500936881,0.602783263,0.602783263,0.464306384,0,0.166996755,0.166996755,0.166996755,0.208943935,0.325882436,0.092663464,0.166076674,0.154367083,0.845632917,0.092676731,0.16583968,0.386185297,0.843101168,0.040905042,0.1601361,0.349326597,0.929271551,0.014045539,0.607884723,0.029267708,0.787393478,0.602779078,0.023465355
0,0.462682202,0.531454427,0.514588575,0.603201257,0.603201257,0.470135796,0.268650673,0.170367873,0.170367873,0.170367873,0.214616621,0.330621773,0.096083381,0.169993221,0.156906612,0.843093388,0.096047682,0.169052108,0.399414305,0.90495754,0.017180872,0.09514124,0.355866793,0.932811307,0.008340854,0.641752081,0.017016224,0.796092603,0.603197289,0.023023672
0,0.569687515,0.626962495,0.633010332,0.61741305,0.61741305,0.487989734,0,0.181745396,0.181745396,0.181745396,0.242223693,0.330126618,0.11595147,0.19206146,0.065906823,0.934093177,0.115906981,0.191101727,0.400024875,0.874944421,0.185870651,0.039270631,0.384779491,0.94933773,0.049170234,0.662099395,0.010490482,0.85021641,0.617413966,0.058522758
0,0.633354458,0.668665504,0.652390385,0.633195924,0.633195924,0.465220637,0.280089078,0.431208124,0.431208124,0.431208124,0.779521603,0.462226781,0.735444996,0.792347669,0.210569278,0.789430722,0.735429186,0.792104668,0.400013568,0.80923905,0.23959477,0.219444217,0.35216728,0.956591116,0.146298615,0.642437287,0.037163268,0.872134987,0.633190743,0.016177409
0,0.45605226,0.510630179,0.510841051,0.598805114,0.598805114,0.462335288,0,0.165521891,0.165521891,0.165521891,0.203554883,0.319162481,0.090627799,0.16072908,0.150225232,0.849774768,0.090624847,0.159769248,0.389814794,0.724252976,0.023688128,0.128976256,0.34298343,0.92145912,0.022860898,0.575919116,0.062683079,0.777930539,0.598800542,0.024212511
0,0.453809779,0.522350632,0.505059157,0.594740483,0.594740483,0.469801968,0,0.181492562,0.181492562,0.181492562,0.211402099,0.328605786,0.092500611,0.16750772,0.09248118,0.90751882,0.09250574,0.166540985,0.369044119,0.876796031,0.028726026,0.097795271,0.365706209,0.93426171,0.004826469,0.640873601,0.019642541,0.790643216,0.594739049,0.041266158
0,0.471408375,0.535270388,0.523100808,0.596513354,0.596513354,0.460843965,0.470796639,0.183978762,0.183978762,0.183978762,0.216412972,0.315413454,0.099421871,0.171198313,0.168757747,0.831242253,0.099426775,0.170243571,0.394461907,0.839852901,0.084098102,0.176649215,0.339028815,0.935938865,0.015203149,0.555758339,0.030794536,0.796851139,0.596514925,0.021149617
0,0.458830985,0.527474924,0.510733979,0.600354574,0.600354574,0.459161403,0,0.195440563,0.195440563,0.195440563,0.212631181,0.30770319,0.094617702,0.168260902,0.164978686,0.835021314,0.094622763,0.167242289,0.386535809,0.81466426,0.020994268,0.171124174,0.334039187,0.937134042,0.002778117,0.52937817,0.034000597,0.794015189,0.600352821,0.021717416
0,0.471408375,0.541593982,0.524385674,0.60914686,0.60914686,0.47844124,0.021257212,0.177447221,0.177447221,0.177447221,0.218209322,0.340701705,0.098200472,0.17300595,0.112464855,0.887535145,0.098205416,0.172015685,0.417403496,0.87143233,0.037383054,0.098255712,0.382938571,0.939127917,0.010495308,0.719930326,0.020210801,0.802291038,0.609144884,0.033457948
0,0.506069322,0.562745312,0.559826543,0.600722121,0.600722121,0.469276901,0.101528495,0.178332139,0.178332139,0.178332139,0.228325612,0.333911014,0.108215943,0.182044136,0.178976328,0.821023672,0.108187992,0.181110022,0.397039868,0.753046624,0.056610228,0.094611068,0.352653063,0.936828659,0.01240764,0.633787484,0.046946949,0.810490814,0.600718228,0.019723392
0,0.470579632,0.538813781,0.522726056,0.595151271,0.595151271,0.459055719,0,0.16842948,0.16842948,0.16842948,0.214238442,0.303246799,0.098119046,0.170143858,0.220425069,0.779574931,0.09811585,0.169195385,0.394134009,0.786894269,0.340550245,0.225329643,0.333783627,0.930954318,0.009795806,0.516073326,0.04093077,0.795701261,0.595146265,0.015277146
0,0.475990835,0.543120366,0.527116013,0.595345854,0.595345854,0.461551882,0.243142018,0.173612574,0.173612574,0.173612574,0.218682046,0.318172172,0.099666151,0.174361678,0.179157723,0.820842277,0.099654762,0.173395672,0.393817417,0.7915585,0.073159382,0.185101745,0.341143877,0.93350489,0.011066866,0.567437122,0.038704636,0.800874811,0.595342234,0.019699661
0,0.437819919,0.497274313,0.483644735,0.590034448,0.590034448,0.461040236,0,0.166954616,0.166954616,0.166954616,0.191169519,0.315979345,0.074912466,0.152670031,0.205399522,0.794600478,0.074918169,0.151670311,0.38828837,0.790381234,0.095711952,0.208676144,0.339643213,0.922068865,0.008819553,0.55795582,0.039806674,0.773187218,0.590035513,0.016684723
0,0.488958222,0.558711295,0.540392955,0.618054455,0.618054455,0.458856093,0.130073894,0.185622182,0.185622182,0.185622182,0.233620119,0.297446417,0.118882827,0.187843639,0.214922756,0.785077244,0.118830101,0.186916522,0.622475747,0.810870126,0.013078191,0.223409863,0.333075019,0.93660553,0.005459033,0.512372608,0.037081011,0.808714047,0.618055419,0.015770623
0,0.405450202,0.462112952,0.449702875,0.591958662,0.591958662,0.474339683,0,0.163246387,0.163246387,0.163246387,0.199773093,0.322098041,0.090546372,0.158695488,0.046165009,0.953834991,0.090502711,0.157680416,0.371248954,0.827921986,0.166528392,0.0472396,0.376530148,0.91619751,0.03229267,0.621575118,0.016963641,0.750109578,0.591955706,0.083105685
0,0.478525813,0.547208897,0.530595856,0.605774081,0.605774081,0.471216124,0.10142727,0.178205722,0.178205722,0.178205722,0.220005673,0.328959468,0.098607605,0.174738269,0.088943979,0.911056021,0.098604394,0.173735012,0.404581534,0.859617224,0.048980944,0.093397878,0.369667821,0.936578394,0.015361672,0.649705156,0.02083431,0.806046294,0.605770287,0.043000611
0,0.431823722,0.49634758,0.480379035,0.596549388,0.596549388,0.494215042,0,0.166996755,0.166996755,0.166996755,0.206485771,0.328358209,0.092093478,0.163666491,0.038062702,0.961937298,0.092066051,0.162702662,0.380226589,0.885841472,0.024752714,0.041581584,0.436022647,0.924213578,0.020257567,0.691930157,0.010262032,0.772835278,0.596545477,0.099738473
0,0.474820845,0.549116877,0.531720113,0.602473371,0.602473371,0.466314386,0,0.171842737,0.171842737,0.171842737,0.22114021,0.327226427,0.098037619,0.174211042,0.134413641,0.865586359,0.098034426,0.173267476,0.400228398,0.865311175,0.063055006,0.140822199,0.355377247,0.93518867,0.018193232,0.628840296,0.025173687,0.807152463,0.602471894,0.027471198
0,0.491249452,0.560619276,0.542266717,0.608815348,0.608815348,0.461278445,0.12410163,0.196662593,0.196662593,0.196662593,0.236740096,0.317005022,0.11619575,0.190555095,0.179460048,0.820539952,0.116143111,0.189578463,0.475181475,0.853783538,0.025570171,0.173795701,0.340352724,0.944773824,0.005007431,0.562868865,0.02894738,0.813745577,0.608817058,0.019662018
0,0.495685663,0.567433493,0.549440548,0.609478372,0.609478372,0.465712153,0.047575666,0.190299608,0.190299608,0.190299608,0.237118276,0.334300064,0.115381484,0.189124049,0.161078695,0.838921305,0.115353298,0.188138149,0.478008186,0.818962858,0.002678153,0.166197296,0.353444222,0.946275856,0.006435419,0.631137018,0.033030435,0.818749428,0.609476767,0.022335554
0,0.484717009,0.551733537,0.534985813,0.612620534,0.61260612,0.465916811,0.296082599,0.17664658,0.17664658,0.17664658,0.219249315,0.326660536,0.103167495,0.175792724,0.161834507,0.838165493,0.103188562,0.174805822,0.394258384,0.839780378,0.153352453,0.10854644,0.349369323,0.936240189,0.069782222,0.610148068,0.025077472,0.802455771,0.612616857,0.022213066
0,0.493004436,0.562799826,0.539804058,0.598552876,0.598610531,0.458263926,0.220872558,0.19308078,0.19308078,0.19308078,0.226056538,0.308339818,0.108948783,0.186638548,0.148441515,0.851558485,0.108953377,0.185687354,0.39947084,0.859162506,0.164227883,0.132764799,0.332665912,0.937349723,0.026385943,0.526208529,0.025128814,0.813044135,0.59855273,0.024542523
0,0.503095598,0.571958133,0.561807377,0.598134882,0.598134882,0.456487423,0,0.168303064,0.168303064,0.168303064,0.231445589,0.297481785,0.100806123,0.182420728,0.193911177,0.806088823,0.100810982,0.181419199,0.392912869,0.819234675,0.106289448,0.202332958,0.325949953,0.932085325,0.031613603,0.472949871,0.034977041,0.815169669,0.598133058,0.017908446
0,0.490469458,0.56694287,0.547031426,0.638615431,0.638802808,0.586544543,0,0.17171632,0.17171632,0.17171632,0.220100217,0.338296668,0.097630486,0.17556677,0.017413913,0.982586087,0.097602879,0.174632381,0.3931277,0.939722897,0.455234435,0.020016126,0.685327521,0.938677049,0.056121534,0.801178116,0.00398516,0.817240984,0.63861365,0.198207632
0,0.485984498,0.559310946,0.538197976,0.599021318,0.599021318,0.452476452,0.079562709,0.189372551,0.189372551,0.189372551,0.224732911,0.30342364,0.104551747,0.18061309,0.103425341,0.896574659,0.104532057,0.179669708,0.396938106,0.856946969,0.036770151,0.09787336,0.316803521,0.939356049,0.010773205,0.483726942,0.021691333,0.813723014,0.599022655,0.036633271
0,0.4799883,0.534670737,0.529043311,0.59858891,0.59858891,0.463353548,0,0.157009818,0.157009818,0.157009818,0.214616621,0.318667327,0.093152023,0.169993221,0.082353297,0.917646703,0.093124562,0.169037026,0.390594966,0.812414512,0.04028774,0.080046983,0.346011478,0.892657223,0.013987667,0.579175571,0.025839334,0.796381321,0.598585616,0.046596969
0,0.518256715,0.567760576,0.563038707,0.648121189,0.648121189,0.47371061,0.265816378,0.181029034,0.181029034,0.181029034,0.222652926,0.322876141,0.105284586,0.180387136,0.036792938,0.963207062,0.105305584,0.179420858,0.394247077,0.855318141,0.149422233,0.040930608,0.377003946,0.938468146,0.105864316,0.611624477,0.012380264,0.817387144,0.648117358,0.102991723
1,0.449958563,0.545082861,0.500829809,0.598502429,0.598502429,0.459498587,0.044741371,0.147022881,0.147022881,0.147022881,0.207998487,0.316403763,0.092907744,0.170671085,0.187350727,0.812649273,0.092921002,0.169708167,0.372764071,0.767547027,0.02146829,0.062717561,0.338817767,0.894707512,0.010691675,0.553545626,0.037061241,0.798165324,0.59850213,0.018672399
